x	y	z	contour type	frameID	weight	time frame
-42.09469	-25.37305	-29.46908	SAX_RV_FREEWALL	2	1.0	0
-43.79126	-24.26829	-31.87508	SAX_RV_FREEWALL	2	1.0	0
-46.01894	-24.26829	-33.59193	SAX_RV_FREEWALL	2	1.0	0
-48.24663	-24.26829	-35.30878	SAX_RV_FREEWALL	2	1.0	0
-50.47432	-24.26829	-37.02562	SAX_RV_FREEWALL	2	1.0	0
-52.70201	-24.26829	-38.74247	SAX_RV_FREEWALL	2	1.0	0
-54.92970	-24.26830	-40.45931	SAX_RV_FREEWALL	2	1.0	0
-57.15739	-24.26830	-42.17616	SAX_RV_FREEWALL	2	1.0	0
-58.85395	-23.16353	-44.58216	SAX_RV_FREEWALL	2	1.0	0
-61.08164	-23.16354	-46.29901	SAX_RV_FREEWALL	2	1.0	0
-62.77821	-22.05877	-48.70501	SAX_RV_FREEWALL	2	1.0	0
-64.47478	-20.95400	-51.11101	SAX_RV_FREEWALL	2	1.0	0
-66.17135	-19.84924	-53.51701	SAX_RV_FREEWALL	2	1.0	0
-66.22295	-17.63970	-55.75375	SAX_RV_FREEWALL	2	1.0	0
-67.91952	-16.53494	-58.15975	SAX_RV_FREEWALL	2	1.0	0
-69.08496	-14.32540	-61.25491	SAX_RV_FREEWALL	2	1.0	0
-70.25041	-12.11587	-64.35007	SAX_RV_FREEWALL	2	1.0	0
-70.30201	-9.90633	-66.58681	SAX_RV_FREEWALL	2	1.0	0
-70.35361	-7.69680	-68.82354	SAX_RV_FREEWALL	2	1.0	0
-69.29137	-5.48726	-70.20186	SAX_RV_FREEWALL	2	1.0	0
-68.22913	-3.27772	-71.58017	SAX_RV_FREEWALL	2	1.0	0
-67.16689	-1.06819	-72.95848	SAX_RV_FREEWALL	2	1.0	0
-66.10465	1.14135	-74.33680	SAX_RV_FREEWALL	2	1.0	0
-63.92856	3.35089	-74.85669	SAX_RV_FREEWALL	2	1.0	0
-62.86632	5.56042	-76.23500	SAX_RV_FREEWALL	2	1.0	0
-60.69023	7.76996	-76.75489	SAX_RV_FREEWALL	2	1.0	0
-57.40030	9.97950	-76.41636	SAX_RV_FREEWALL	2	1.0	0
-55.22422	12.18904	-76.93625	SAX_RV_FREEWALL	2	1.0	0
-53.04813	14.39858	-77.45614	SAX_RV_FREEWALL	2	1.0	0
-49.75820	16.60812	-77.11761	SAX_RV_FREEWALL	2	1.0	0
-46.99939	17.71289	-76.08992	SAX_RV_FREEWALL	2	1.0	0
-43.70946	19.92242	-75.75139	SAX_RV_FREEWALL	2	1.0	0
-40.95065	21.02719	-74.72370	SAX_RV_FREEWALL	2	1.0	0
-38.19184	22.13197	-73.69601	SAX_RV_FREEWALL	2	1.0	0
-35.96415	22.13197	-71.97916	SAX_RV_FREEWALL	2	1.0	0
-33.20534	23.23674	-70.95147	SAX_RV_FREEWALL	2	1.0	0
-30.97765	23.23674	-69.23463	SAX_RV_FREEWALL	2	1.0	0
-28.74997	23.23674	-67.51778	SAX_RV_FREEWALL	2	1.0	0
14.19534	-3.27764	-8.05688	SAX_RV_FREEWALL	2	1.0	0
13.13310	-5.48718	-6.67857	SAX_RV_FREEWALL	2	1.0	0
10.95701	-7.69672	-6.15868	SAX_RV_FREEWALL	2	1.0	0
8.78093	-9.90625	-5.63879	SAX_RV_FREEWALL	2	1.0	0
5.49100	-12.11579	-5.97732	SAX_RV_FREEWALL	2	1.0	0
2.20107	-14.32533	-6.31585	SAX_RV_FREEWALL	2	1.0	0
-1.08886	-16.53487	-6.65438	SAX_RV_FREEWALL	2	1.0	0
-3.84767	-17.63964	-7.68207	SAX_RV_FREEWALL	2	1.0	0
-6.60648	-18.74441	-8.70976	SAX_RV_FREEWALL	2	1.0	0
-9.36529	-19.84918	-9.73745	SAX_RV_FREEWALL	2	1.0	0
-11.59298	-19.84918	-11.45430	SAX_RV_FREEWALL	2	1.0	0
-14.35179	-20.95395	-12.48198	SAX_RV_FREEWALL	2	1.0	0
-17.11060	-22.05872	-13.50967	SAX_RV_FREEWALL	2	1.0	0
-19.33829	-22.05873	-15.22652	SAX_RV_FREEWALL	2	1.0	0
-22.09710	-23.16350	-16.25421	SAX_RV_FREEWALL	2	1.0	0
-24.32478	-23.16350	-17.97105	SAX_RV_FREEWALL	2	1.0	0
-27.08359	-24.26827	-18.99874	SAX_RV_FREEWALL	2	1.0	0
-29.31128	-24.26827	-20.71559	SAX_RV_FREEWALL	2	1.0	0
-31.53897	-24.26827	-22.43243	SAX_RV_FREEWALL	2	1.0	0
-33.76666	-24.26828	-24.14928	SAX_RV_FREEWALL	2	1.0	0
-36.52547	-25.37305	-25.17697	SAX_RV_FREEWALL	2	1.0	0
-38.75316	-25.37305	-26.89381	SAX_RV_FREEWALL	2	1.0	0
-40.98084	-25.37305	-28.61066	SAX_RV_FREEWALL	2	1.0	0
-45.38462	-27.58259	-29.80761	SAX_RV_EPICARDIAL	2	1.0	0
-47.08119	-26.47782	-32.21362	SAX_RV_EPICARDIAL	2	1.0	0
-49.30888	-26.47783	-33.93046	SAX_RV_EPICARDIAL	2	1.0	0
-51.53656	-26.47783	-35.64731	SAX_RV_EPICARDIAL	2	1.0	0
-53.76425	-26.47783	-37.36415	SAX_RV_EPICARDIAL	2	1.0	0
-55.99194	-26.47783	-39.08100	SAX_RV_EPICARDIAL	2	1.0	0
-58.21963	-26.47784	-40.79785	SAX_RV_EPICARDIAL	2	1.0	0
-59.91620	-25.37307	-43.20385	SAX_RV_EPICARDIAL	2	1.0	0
-62.14388	-25.37307	-44.92069	SAX_RV_EPICARDIAL	2	1.0	0
-63.84045	-24.26831	-47.32670	SAX_RV_EPICARDIAL	2	1.0	0
-65.53702	-23.16354	-49.73270	SAX_RV_EPICARDIAL	2	1.0	0
